Lobby ID,Game ID,Room Name,Map,Region,Members,Time,Leader Name,Leader ID,Has Password
29615644302488508,3025298643,,TestMap,Singapore,20,1h8m,usaylkl,1724037506,Yes
29617192669621607,3025298643,noeby9970,TestMap,Singapore,20,1h0m,lokotnikovgrigoriv,1715730956,Yes
29617192689546044,3025298643,noeby9970,TestMap,Singapore,20,26m,tfulachbathlini1991,1716543884,Yes
29617192689517977,3025298643,,TestMap,Singapore,20,26m,dfdjqzcedmd,1725637034,Yes
29617192673114930,3025298643,bbczszm64353009,TestMap,Singapore,20,56m,carreli-40,1716000850,Yes
29617192689718324,3025298643,,TestMap,Singapore,20,25m,sx171734,1352486509,Yes
29617192678837612,3025298643,,TestMap,Singapore,20,46m,cwhxuhqcovr,1724804825,Yes
29617192692541857,3025298643,bbczszm64353009,TestMap,Singapore,1,19m,waldtrayonaz,1871590004,Yes
29617192687828192,3025298643,bbczszm64353009,TestMap,Singapore,20,29m,olavitolstikov,1716313358,Yes
29617192678967563,3025298643,,TestMap,Singapore,20,46m,padigtheifec1982,1715560189,Yes
29617192689507906,3025298643,bazku96008,TestMap,Singapore,20,26m,pq171706,1352351684,Yes
29617192681510327,3025298643,,TestMap,Singapore,20,41m,ueenxoylzkmc,1726216618,Yes
29617192689281406,3025298643,,TestMap,Singapore,20,26m,danya.davydov.1989,1716145251,Yes
29615644302117082,3025298643,,TestMap,Singapore,20,1h9m,posypkina2022,1715719918,Yes
29617192691531057,3025298643,,TestMap,Singapore,20,21m,cuthtarpaurk,1716192295,Yes
29617192688805016,3025298643,bbczszm64353009,TestMap,Singapore,20,27m,rd171699,1352574429,Yes
29617192692386641,3025298643,dota2,test_area,US West,1,20m,gudennadig1i,1872188734,
29617192671915595,3025298643,,TestMap,Singapore,20,57m,nezamyslzaichikhin,1716440357,Yes
29617192680702251,3025298643,,TestMap,Singapore,20,43m,erhimuna1970,1716587063,Yes
29617192679614551,3025298643,,TestMap,Singapore,20,45m,lascfmh,1723762271,Yes
29617192688367480,3025298643,,TestMap,Singapore,20,28m,pk171760,1352634011,Yes
29617192690331787,3025298643,,TestMap,Singapore,20,24m,qq171681,1352596429,Yes
29617192673731129,3025298643,bbczszm64353009,TestMap,Singapore,20,55m,vaiorapxytnb,1724808939,Yes
29617192684217751,3025298643,bbczszm64353009,TestMap,Singapore,20,36m,rzyzqmj,1724433952,Yes
29617192690081815,3025298643,,TestMap,Singapore,20,24m,yc171742,1352411796,Yes
29617192681980597,3025298643,,TestMap,Singapore,20,41m,vzmyozo,1724957430,Yes
29617192691246775,3025298643,,TestMap,Singapore,20,22m,kolesnikovastefanida902913,1716277080,Yes
29617192681690583,3025298643,,TestMap,Singapore,20,41m,uriadkinion,1717018778,Yes
29617192671039469,3025298643,,TestMap,Singapore,20,58m,hdnzylyizfx,1724836328,Yes
29617192684353083,3611968157,,TestMap,Singapore,20,36m,retesdele1984,1716504383,Yes
29617192692415299,3611968157,nmmrmr006,TestMap,Singapore,20,20m,demongamri1985451,1714803513,Yes
29617192699526972,3611968157,,TestMap,Singapore,20,4m,annirungomo2000,1716084011,Yes
29617192676408522,3611968157,bcbunc7433809,TestMap,Singapore,20,51m,rt220209,1352971473,Yes
29617192698835845,3611968157,,TestMap,Singapore,20,6m,elainaswisssrr3,1712543357,Yes
29617192697873153,3611968157,dota2,test_area,US West,1,8m,meccakettypj,1872953078,
29617192687594689,3611968157,cmjhohj4876223,TestMap,Singapore,20,30m,by285791,1837344699,Yes
29617192675274085,3611968157,bbohej73100315,TestMap,Singapore,20,53m,zw524070,1838391064,Yes
29617192698695945,3611968157,,TestMap,Singapore,20,6m,mb741233,1836169598,Yes
29617192672163588,3611968157,bgdvz2462,TestMap,Singapore,20,57m,pulctiperce1972,1716972474,Yes
29617192687147306,3611968157,,TestMap,Singapore,20,30m,dq305837,1838725333,Yes
29617192688606375,3611968157,,TestMap,Singapore,20,27m,natulya.markina.82,1715951367,Yes
29617192691278564,3611968157,nvwomn41861999,TestMap,Singapore,20,22m,ignatovaklarisa938076,1716357464,Yes
29617192687340404,3611968157,bfytulf6818,TestMap,Singapore,20,30m,arergres_10,1715218772,Yes
29617192691690573,3611968157,bfgkmsyw1652,TestMap,Singapore,20,21m,kc027911,1838601719,Yes
29617192699919860,3611968157,,TestMap,Singapore,20,3m,kanskiianibal,1716594598,Yes
29615644302187404,3611968157,bdgycj21706,TestMap,Singapore,20,1h9m,kristina.ustinova.17.11.1977,1711975404,Yes
29617192680332494,3611968157,,TestMap,Singapore,20,44m,ky138074,1837385591,Yes
29617192693043827,3611968157,,TestMap,Singapore,20,18m,df539303,1838842888,Yes
29617192700425703,3611968157,,TestMap,Singapore,20,2m,rozalinasharova81,1714783716,Yes
29617192690359630,3611968157,bgjunr502,TestMap,Singapore,20,24m,orofob582,1894794057,Yes
29617192698992647,3611968157,,TestMap,Singapore,20,5m,trepinvosur1970,1715307895,Yes
29617192683570540,3611968157,bgjunr502,TestMap,Singapore,20,37m,silchenkov.timur,1715154539,Yes
29617192683834569,3611968157,nuxkvlta3003373,TestMap,Singapore,20,37m,sz220517,1353294214,Yes
29617192698945465,3611968157,,TestMap,Singapore,20,6m,samoilovmstislav72912,1712037464,Yes
29617192677407651,3611968157,,TestMap,Singapore,20,49m,sysoevaelf1993,1711221032,Yes
29617192686474978,3611968157,,TestMap,Singapore,20,32m,marinafeea2,1714989781,Yes
29617192693421316,3611968157,,TestMap,Singapore,20,17m,ls496097,1838481225,Yes
29617192699216698,3611968157,nvwomn41861999,TestMap,Singapore,20,5m,ivanovalazurita6405,1714921352,Yes
29617192700231759,3611968157,nymva229249,TestMap,Singapore,1,3m,rohlkbodlebb,1871782813,Yes
29617192697047520,3611968157,,TestMap,Singapore,20,10m,elvira.shcherbakova.65,1715073403,Yes
29617192688736147,3611968157,,TestMap,Singapore,20,27m,vg328284,1838934966,Yes
29617192681148672,3611968157,,TestMap,Singapore,20,42m,wjyzkqc,1723627302,Yes
29617192695936238,3611968157,bfytulf6818,TestMap,Singapore,20,12m,utarurin1984,1716249774,Yes
29617192675176788,3611968157,nmoidn563872,TestMap,Singapore,20,53m,culconciavio1971,1715583109,Yes
29617192678972423,3611968157,,TestMap,Singapore,20,46m,sgariphliocontqua2006,1716099788,Yes
29617192681775110,3611968157,,TestMap,Singapore,20,41m,saqymudvkbhc,1724804604,Yes
29617192673482290,3611968157,,TestMap,Singapore,20,55m,prohorovgorazd19865842,1715966186,Yes
29617192680375259,3611968157,,TestMap,Singapore,20,44m,xj407681,1837665049,Yes
29617192682041457,3611968157,,TestMap,Singapore,20,40m,malggpn,1724569297,Yes
29617192687783628,3611968157,dota2,test_area,US West,1,29m,今年刚满18岁,1124235993,
29617192697585783,3611968157,dota2,test_area,Japan,1,8m,madiesonkaa9,1871572044,
29617192697276990,3611968157,bcelv4144954,TestMap,Singapore,20,9m,riaferlota1976,1715011680,Yes
29617192675281328,3611968157,nvayhxz272994,TestMap,Singapore,20,53m,qpcakcx,1724903764,Yes
29617192680042860,3611968157,,TestMap,Singapore,20,44m,kpthntinapz,1724303002,Yes
29617192677127143,3611968157,nvwomn41861999,TestMap,Singapore,20,49m,od631670,1838406949,Yes
29617192698680593,3611968157,dota2,test_area,Japan,1,6m,iglianntepp,1871991487,
29617192696770890,3611968157,dota2,test_area,China,1,10m,fregojeung7u,1872485080,
29617192688097123,3611968157,nmmrmr006,TestMap,Singapore,20,29m,fb487499,812177058,Yes
29617192698449802,3611968157,,TestMap,Singapore,20,7m,sponitgypta1987,1716300383,Yes
29617192679352663,3611968157,bdgycj21706,TestMap,Singapore,20,45m,kq234279,1838996813,Yes
29617192692059785,3611968157,dota2,test_area,China,1,20m,ryanninge1405,1883775190,
29617192698170972,3611968157,,TestMap,Singapore,20,7m,ez448911,1838147088,Yes
29617192684007960,3611968157,,TestMap,Singapore,20,37m,bb830978,1837575174,Yes
29617192699367503,3611968157,dota2,test_area,China,1,5m,lilgynuhum,1872033570,
29617192699589476,3611968157,,TestMap,Singapore,20,4m,maslovakinfii7884,1711493568,Yes
29617192699233170,3611968157,,TestMap,Singapore,20,5m,we213109,1838693800,Yes
29617192683545497,3611968157,nnhhjir72619,TestMap,Singapore,20,38m,cp220315,1353382831,Yes
29617192699331238,3611968157,,TestMap,Singapore,20,5m,gaphiboosibo1992,1716593392,Yes
29617192701545166,3611968157,dota2,test_area,US West,1,0m,herdtdedenpp,1872443149,
29617192680365653,3611968157,,TestMap,Singapore,20,44m,rostnaxilmon1971,1716107419,Yes
29617192699695979,3611968157,,TestMap,Singapore,20,4m,fedoseevevgenii52,1716709774,Yes
29617192676185301,3611968157,nmmrmr006,TestMap,Singapore,20,51m,yj436231,1836667652,Yes
29617192689605684,3611968157,bcubtyle06166,TestMap,Singapore,20,25m,dempcigarthua1978,1716410993,Yes
29617192694084772,3611968157,,TestMap,Singapore,20,16m,za161038,1838676757,Yes
29617192680632600,3611968157,nvwomn41861999,TestMap,Singapore,20,43m,uj220158,1353227454,Yes
29617192700310922,3611968157,,TestMap,Singapore,20,3m,elza.drozdova.85,1716400022,Yes
29617192693594167,3611968157,bbohej73100315,TestMap,Singapore,20,17m,sb275732,1838447580,Yes
29617192670242523,3611968157,nvwomn41861999,TestMap,Singapore,20,59m,un220033,1353211916,Yes
29617192680079419,3611968157,bbohej73100315,TestMap,Singapore,20,44m,latdivescor1975,1712125753,Yes
29617192697007097,3611968157,,TestMap,Singapore,20,10m,pekar_svetlana,1711888763,Yes
29617192695509808,3611968157,clzqqis80131,TestMap,Singapore,20,13m,nastya.krylova.66,1715837003,Yes
29617192689591314,3611968157,,TestMap,Singapore,20,25m,kr491683,1838990036,Yes
29617192694249872,3611968157,bcbmjif70542,TestMap,Singapore,20,16m,ozepnhdkrspt,1725100305,Yes
29617192698401798,3611968157,,TestMap,Singapore,20,7m,monsdisubmal1970,1716526256,Yes
29617192700255583,3583342376,,4p,China,21,3m,dgdxgaqdtcacxin,1689459149,Yes
29617192675076407,3583342376,,4p,China,21,53m,pavlovneon7590,1701478539,Yes
29617192684363191,3583342376,,4p,China,21,36m,fs674043,1879702823,Yes
29617192682207917,3583342376,,4p,China,21,40m,spartak.vladimirov,1701884991,Yes
29617192673086939,3583342376,,4p,China,21,56m,clmrczi,1650785717,Yes
29617192679560362,3583342376,,4p,China,21,45m,cxmpsixky,1689544788,Yes
29617192684682431,3583342376,,4p,China,21,35m,hermangodlike0057,1645765094,Yes
29617192688179430,3583342376,,4p,China,21,28m,elqjtwswdrv,1645504629,Yes
29617192684901075,3583342376,,4p,China,21,35m,aksinya.kiseleva,1543151991,Yes
29617192679698916,3583342376,,4p,China,21,45m,oodqqcpfnjnj,1689797194,Yes
29617192665790912,3583342376,,4p,China,21,1h4m,c6saaevpx,1688497111,Yes
29617192665876065,3583342376,,4p,China,20,1h4m,ohsjsuh67,1755220812,Yes
29617192666161450,3583342376,,4p,China,21,1h3m,amberregal65,1689788652,Yes
29615644302916958,3583342376,,4p,Peru,1,1h7m,mjamdmgaxocdaole,1615165797,
29617192666204935,3583342376,,4p,China,19,1h3m,kjzabjfjnf,1650531755,Yes
29617192666553932,3583342376,,4p,China,21,1h3m,keakqmbsyxux,1726561938,Yes
29617192666292815,3583342376,,4p,China,21,1h3m,olngzvad,1642422483,Yes
29617192666731035,3583342376,,4p,China,21,1h3m,ktqrjjhoz,1643918617,Yes
29617192666698055,3583342376,,4p,China,20,1h3m,iyjhktnnevslxef,1688645447,Yes
29617192682770843,3583342376,,4p,China,21,39m,morozova.kirena,1542289951,Yes
29617192667069899,3583342376,,4p,China,21,1h2m,dndxhclgyer,1726734445,Yes
29617192667083971,3583342376,,4p,China,21,1h2m,rkvkcnzchhpuzf,1689134365,Yes
29617192667177619,3583342376,,4p,China,20,1h2m,gotkfafmd,1643309855,Yes
29617192667219903,3583342376,,4p,China,21,1h2m,shirleypansy9635,1645235056,Yes
29617192667349506,3583342376,,4p,China,1,1h2m,glebfyodorov1995,1700939527,Yes
29617192667399742,3583342376,,4p,China,21,1h2m,ou163202,1852955061,Yes
29615644302577127,3583342376,,4p,Australia,1,1h8m,xqtfzkebkqkgx,1614836156,
29617192667457905,3583342376,,4p,China,21,1h2m,qnsygnpes,1642827520,Yes
29617192667706665,3583342376,,4p,China,21,1h2m,nudkn6,1688775612,Yes
29617192667482249,3583342376,,4p,China,21,1h2m,ft005849,1853027719,Yes
29617192667669142,3583342376,,4p,China,15,1h2m,aenihcxeltkj,1727006410,Yes
29617192667675378,3583342376,,4p,China,21,1h2m,artemro8jj,1701948550,Yes
29617192667798798,3583342376,,4p,China,21,1h2m,rioalqyrtizniy,1645587741,Yes
29617192667803085,3583342376,,4p,China,21,1h2m,stanislavayudina83,1542255288,Yes
29617192667915042,3583342376,,4p,China,20,1h1m,fssxzpfb,1650676850,Yes
29617192667966733,3583342376,,4p,China,20,1h1m,evelyneagleeyed01,1642678423,Yes
29617192667966980,3583342376,,4p,China,1,1h1m,randolphnigel46,1646850676,Yes
29617192687477557,3583342376,,4p,China,21,30m,uk623573,1853519580,Yes
29617192668119210,3583342376,,4p,China,21,1h1m,jmgktx8hmj,1688890160,Yes
29617192668128616,3583342376,,4p,China,20,1h1m,mzyndmtougng,1726384206,Yes
29617192668325132,3583342376,,4p,China,21,1h1m,etvfooj,1672003779,Yes
29617192668524031,3583342376,,4p,China,21,1h1m,eiqcoepu,1689755849,Yes
29617192669057269,3583342376,,4p,China,21,1h0m,tdaca7tj,1688778973,Yes
29617192669139365,3583342376,,4p,China,21,1h0m,iyisouqvcoe,1727208474,Yes
29617192689712151,3583342376,,4p,China,21,25m,vandalluminous2197,1647025885,Yes
29615644208564916,3583342376,,4p,China,1,3h47m,pserltgljwz,1754673553,Yes
29617192669604334,3583342376,,4p,China,21,1h0m,frgeobb,1688582238,Yes
29617192669622972,3583342376,,4p,China,21,1h0m,magdaleneoptimistic559,1642645761,Yes
29617192669806681,3583342376,,4p,China,21,1h0m,raxnnhvuciszlv,1643025370,Yes
29617192669897717,3583342376,,4p,China,21,1h0m,yqgwllg,1727598580,Yes
29617192669994993,3583342376,,4p,China,21,1h0m,kvirkwf,1688070066,Yes
29617192670071359,3583342376,,4p,China,21,1h0m,puomcgj,1644139783,Yes
29617192670179225,3583342376,,4p,China,21,1h0m,jhaczhcnjodskl,1689879402,Yes
29617192670507605,3583342376,,4p,China,21,59m,fhvbxoqjs,1644106655,Yes
29617192670366880,3583342376,,4p,China,21,59m,ztmerdwi,1689317342,Yes
29617192670510203,3583342376,,4p,China,21,59m,flameferris073,1643305838,Yes
29617192670393546,3583342376,,4p,China,21,59m,ploxefefad1985,1701617410,Yes
29617192670437332,3583342376,,4p,China,21,59m,tjxdkcbxqjhw,1727375198,Yes
29617192670465499,3583342376,,4p,China,21,59m,erwingerard67978,1755176660,Yes
29617192670661900,3583342376,,4p,China,21,59m,kmpdtxepjoxjmrz,1643717928,Yes
29617192670707564,3583342376,,4p,China,21,59m,zi971977,1853771642,Yes
29617192670737147,3583342376,,4p,China,21,59m,roxanneann7455,1644561743,Yes
29617192670844757,3583342376,,4p,China,21,59m,znlgqidfdzsk,1755096557,Yes
29617192670848130,3583342376,,4p,China,21,59m,zr143700,1853888991,Yes
29617192670854877,3583342376,,4p,China,21,59m,toriyakudryavceva7,1702254548,Yes
29617192670971499,3583342376,,4p,China,21,59m,fjnlcywioydn,1726397519,Yes
29617192670973281,3583342376,,4p,China,21,59m,yythnbalycfs,1755774568,Yes
29617192671046688,3583342376,,4p,China,21,58m,dominiquekeene73,1672675685,Yes
29617192671079568,3583342376,,4p,China,21,58m,vladilenayakovleva,1542913374,Yes
29617192689984558,3583342376,,4p,China,21,25m,valerianignatev1965,1555423830,Yes
29617192671303138,3583342376,,4p,China,21,58m,vvucrdr,1754984810,Yes
29617192671316821,3583342376,,4p,China,20,58m,derwingemstone33,1642345033,Yes
29617192671352660,3583342376,,4p,China,21,58m,ehqarndsp,1688708355,Yes
29617192671390962,3583342376,,4p,China,21,58m,djjofjvndymt,1689232743,Yes
29617192671428277,3583342376,,4p,China,21,58m,zpwgklrldtkp,1727322983,Yes
29617192679448465,3528621098,,team_4p,China,21,45m,vj336428,1823103497,Yes
29617192679421192,3528621098,,team_4p,China,21,45m,qo977051,1822036103,Yes
29617192685613420,3528621098,,team_4p,China,21,33m,vhlsrdl,1754819396,Yes
29617192666999840,3528621098,,team_4p,China,20,1h2m,cuiusdagwzvn,1753861062,Yes
29617192667015971,3528621098,,team_4p,China,21,1h2m,fayebrown7042,1755553430,Yes
29617192667119274,3528621098,,team_4p,China,21,1h2m,pemjmlnnzavzu,1754474098,Yes
29617192687294082,3528621098,,team_4p,China,20,30m,dashulya.kuzmina.1978,1518566187,Yes
29617192667216968,3528621098,,team_4p,China,3,1h2m,glyclabtiper1983,1701575239,Yes
29617192667238708,3528621098,,team_4p,China,21,1h2m,cy317390,1822742985,Yes
29617192667293216,3528621098,,team_4p,China,21,1h2m,flamegoddard9212,1688120658,Yes
29617192667522541,3528621098,,team_4p,China,21,1h2m,wenkjcf,1755186824,Yes
29617192684686303,3528621098,,team_4p,China,21,35m,cqypbeerfq,1689707071,Yes
29617192667560951,3528621098,,team_4p,China,21,1h2m,jwcqfkbizpiu,1754663947,Yes
29617192667662373,3528621098,,team_4p,China,21,1h2m,cq224810,1592966048,Yes
29617192667724496,3528621098,,team_4p,China,3,1h2m,kugyhjc,1686997583,Yes
29617192688986780,3528621098,,team_4p,Australia,1,27m,luhcqcbztktny,1614331869,
29617192690564382,3528621098,,team_4p,China,21,23m,jutlexaldvr,1754812180,Yes
29617192667818719,3528621098,,team_4p,China,21,1h2m,dncybltoztlm,1754237529,Yes
29617192687716322,3528621098,,team_4p,China,21,29m,zd702605,1823156556,Yes
29617192687423850,3528621098,,team_4p,China,21,30m,jadwmanhiffa,1754814337,Yes
29617192667895529,3528621098,,team_4p,China,21,1h1m,ppxsvmf,1754758726,Yes
29617192667966664,3528621098,,team_4p,China,21,1h1m,tikhonova-lyubistina,1702132081,Yes
29617192668098634,3528621098,,team_4p,China,3,1h1m,fuaqvg,1687365091,Yes
29617192690875762,3528621098,,team_4p,China,21,23m,en003535,1821700385,Yes
29617192668498465,3528621098,,team_4p,China,3,1h1m,kirillzinovev87134,1701468959,Yes
29617192668552543,3528621098,,team_4p,China,21,1h1m,af040445,1822501874,Yes
29617192668703013,3528621098,,team_4p,China,3,1h1m,oliviajuliet67104,1687075183,Yes
29617192668758566,3528621098,,team_4p,China,21,1h1m,pr875713,1853500376,Yes
29617192698863115,3528621098,,team_4p,China,21,6m,kcejffz,1687473573,Yes
29615644252893538,3528621098,,team_4p,China,1,2h40m,janetina12200,1687226659,Yes
29617192669538701,3528621098,,team_4p,China,20,1h0m,smpyzkblnwze,1754692013,Yes
29617192669801597,3528621098,,team_4p,China,3,1h0m,qapbwlco,1687241209,Yes
29617192690946755,3528621098,,team_4p,China,20,23m,serpentgerret9856,1645756243,Yes
29617192669803357,3528621098,,team_4p,China,21,1h0m,diogenkovalev1988,1580741255,Yes
29617192685914107,3528621098,,team_4p,China,3,33m,hrizantematerenteva1990,1701603378,Yes
29617192670119415,3528621098,,team_4p,China,21,1h0m,fpjqithigkzdc,1647894686,Yes
29617192670151144,3528621098,,team_4p,China,3,1h0m,klishanovemzar,1702994780,Yes
29617192670269738,3528621098,,team_4p,China,20,59m,re316878,1821961759,Yes
29617192670270071,3528621098,,team_4p,China,21,59m,qptvdbwjzac,1754124378,Yes
29617192670271651,3528621098,,team_4p,China,21,59m,epiqfexqejvl,1755223852,Yes
29617192670299101,3528621098,,team_4p,China,21,59m,nhadeto,1754062156,Yes
29617192670356313,3528621098,,team_4p,China,21,59m,unityharry8272,1688398212,Yes
29617192670395559,3528621098,,team_4p,China,21,59m,hristianagrishina94,1701599707,Yes
29617192670395760,3528621098,,team_4p,China,3,59m,cheerfulsupplanter65505,1687998947,Yes
29617192691157223,3528621098,,team_4p,China,21,22m,fnxpziswemii,1727476576,Yes
29617192670565318,3528621098,,team_4p,China,19,59m,wsxfjmdnsndj,1754531318,Yes
29617192684978441,3528621098,,team_4p,China,3,35m,sibleykevin25754,1687372102,Yes
29617192689318645,3528621098,,team_4p,China,21,26m,mw700433,1854124037,Yes
29617192670783259,3528621098,,team_4p,China,3,59m,terentevaengelina92,1702376385,Yes
29617192670846690,3528621098,,team_4p,China,21,59m,yw231351,1593979133,Yes
29617192670857751,3528621098,,team_4p,China,20,59m,pvgnpqwddop,1754186857,Yes
29617192671047256,3528621098,,team_4p,China,3,58m,magnusrobin3743,1687204063,Yes
29617192671075709,3528621098,,team_4p,China,21,58m,dfsmyrcxnpwx,1754218594,Yes
29617192671163852,3528621098,,team_4p,China,21,58m,lena_tepanova,1580473398,Yes
29617192690899203,3528621098,,team_4p,China,21,23m,sjacnjkcksn,1754355175,Yes
29617192671199671,3528621098,,team_4p,China,21,58m,iw527746,1822374795,Yes
29617192671302319,3528621098,,team_4p,China,21,58m,ktclibnjqxeb,1754167428,Yes
29617192671416065,3528621098,,team_4p,China,20,58m,ne702743,1854275814,Yes
29617192671440233,3528621098,,team_4p,China,3,58m,bekarysbashutin,1702000826,Yes
29617192689705550,3528621098,,team_4p,China,21,25m,jdtktiz,1754535512,Yes
29617192698758003,3528621098,,team_4p,China,3,6m,aleksandrovayunona432,1702205307,Yes
29617192671993914,3528621098,,team_4p,China,19,57m,ekucijwwgjh,1755384287,Yes
29617192672041263,3528621098,,team_4p,China,3,57m,emmanuelrussell5356,1688425335,Yes
29617192672251679,3528621098,,team_4p,China,3,57m,vorobevdidim932678,1702615443,Yes
29617192673472285,3528621098,,team_4p,China,21,55m,dzbwrsgblbpe,1755362648,Yes
29617192686182482,3528621098,,team_4p,China,21,32m,lv496311,1821926684,Yes
29617192672560407,3528621098,,team_4p,China,20,56m,vymkztu,1754270529,Yes
29617192672562347,3528621098,,team_4p,China,20,56m,tqveeqd,1754555255,Yes
29617192672693190,3528621098,,team_4p,China,21,56m,endurancequesta16677,1647193558,Yes
29617192672691644,3528621098,,team_4p,China,21,56m,nd063069,1823200019,Yes
29617192672758092,3528621098,,team_4p,China,21,56m,petr.kochetov.24.10.1973,1701588188,Yes
29617192672778877,3528621098,,team_4p,China,20,56m,zdnpmdmgwae,1755349377,Yes
29617192672826997,3528621098,,team_4p,China,3,56m,quintanajames94,1687639303,Yes
29617192691353922,3528621098,,team_4p,China,3,22m,noelspirited81004,1687136971,Yes
29617192672889195,3528621098,,team_4p,China,20,56m,ljtrxkzv,1686776628,Yes
29617192668610602,3317746883,bbkrcm681,TestMap,Singapore,20,1h1m,ccvxrfu,1724549538,Yes
29617192675515369,3317746883,,TestMap,Singapore,20,52m,gyslirh,1724607243,Yes
29615644283737267,3317746883,,TestMap,Singapore,20,1h46m,ygiwvvxucgv,1724860821,Yes
29615644284129303,3317746883,bblxpll56229,TestMap,Singapore,20,1h45m,oujqyxujmdha,1724487027,Yes
29617192693912348,3317746883,bbkrcm681,TestMap,Singapore,1,16m,rv802782,811514826,Yes
29617192668194381,3317746883,,TestMap,Singapore,20,1h1m,tibynxqytike,1725175327,Yes
29615644292366447,3317746883,,TestMap,Singapore,20,1h29m,urhwidtlkycv,1725272966,Yes
