Lobby ID,Game ID,Room Name,Map,Region,Members,Time,Leader Name,Leader ID,Has Password
29610055186576685,3464793431,"",dotaland _TEAM,Reg:17,21,2h31m,"venevtsevsevin",1701922232,Yes
29610055216544120,3464793431,"",dotaland _TEAM,Reg:17,21,1h28m,"fbyajsd",1751810048,Yes
29610055234648223,3464793431,"",dotaland _TEAM,Reg:17,21,49m,"xgbwuif",1751602744,Yes
29610055239183821,3464793431,"",dotaland _TEAM,Reg:17,21,39m,"ojndjmczkhx",1689055863,Yes
29610055212109528,3464793431,"",dotaland _TEAM,Reg:17,21,1h37m,"korniliilazarev1985183",1683250567,Yes
29610055209468171,3464793431,"",dotaland _TEAM,Reg:17,21,1h43m,"anastasiyavladimirova88",1542552309,Yes
29610055177152820,3464793431,"",dotaland _TEAM,Reg:17,21,2h50m,"szvuync",1751612579,Yes
29610055174574148,3464793431,"",dotaland _TEAM,Reg:17,21,2h55m,"pfbwler",1753001544,Yes
29610055194377690,3464793431,"",dotaland _TEAM,Reg:17,20,2h15m,"hruvzln",1751518159,Yes
29610055254053708,3464793431,"",test_area,US West,1,8m,"ymmmggrmuoajxlca",1614835796,No
29610055242575708,3464793431,"",dotaland _TEAM,Reg:17,20,32m,"servanteldwin501",1687493917,Yes
29610055252853408,3464793431,"",dotaland _TEAM,Reg:17,20,11m,"trinadillon717",1687964727,Yes
29610055208185668,3464793431,"",dotaland _TEAM,Reg:17,21,1h46m,"mx531377",1853785199,Yes
29610055236872610,3464793431,"",dow_born,Reg:17,21,44m,"elcapersis1972",1580820582,Yes
29610055207518271,3464793431,"",dotaland _TEAM,Reg:17,21,1h47m,"nacomgefor1985",1555708367,Yes
29610055244679582,3464793431,"",dotaland _TEAM,Reg:17,21,28m,"kmhxkztg",1772438822,Yes
29610055226287230,3464793431,"",dotaland _TEAM,Reg:17,21,1h7m,"jyrjtvwirmit",1726674570,Yes
29610055191091192,3464793431,"",dotaland _TEAM,Reg:17,21,2h22m,"kolesnikovarmenii6104",1701821439,Yes
29610055204551655,3464793431,"",dotaland _TEAM,Reg:17,21,1h54m,"ln033854",806720728,Yes
29610055247433515,3464793431,"",dotaland _TEAM,Reg:17,21,22m,"mdzkwga",1752008417,Yes
29610055243622426,3464793431,"",dotaland _TEAM,Reg:17,21,30m,"au543077",1853894969,Yes
29610055232514942,3464793431,"",dotaland _TEAM,Reg:17,21,54m,"vamgscmtlnn",1772604806,Yes
29610055211132245,3464793431,"",dotaland _TEAM,Reg:17,21,1h39m,"gena.solovyov.1995",1565269451,Yes
29610055248353188,3464793431,"",dotaland _TEAM,Reg:17,21,20m,"marissatatum055",1726545209,Yes
29610055233159934,3464793431,"",dotaland _TEAM,Reg:17,21,52m,"jtgaptv",1773596981,Yes
29610055241624613,3464793431,"",dotaland _TEAM,Reg:17,21,34m,"upuwerurd",1772755717,Yes
29610055242590941,3464793431,"",dotaland _TEAM,Reg:17,21,32m,"dx856249",1853026765,Yes
29610055222266474,3464793431,"",dotaland _TEAM,Reg:17,21,1h16m,"ijfqmvl",1687987604,Yes
29610055204814010,3464793431,"",dotaland _TEAM,Reg:17,21,1h53m,"sterlingroyal98674",1690421332,Yes
29610055251364514,3464793431,"",dotaland _TEAM,Reg:17,21,14m,"gjrizwb",1687575696,Yes
29610055171673538,3464793431,"",dotaland _TEAM,Reg:17,21,3h1m,"saaddolgosheev",1701751519,Yes
29610055207988573,3464793431,"",dotaland _TEAM,Reg:17,21,1h46m,"up407340",806418767,Yes
29610055244316554,3464793431,"",dotaland_TEAM,Australia,1,28m,"yxylsmgojdxor",1614384531,No
29610055244973438,3464793431,"",dotaland _TEAM,Reg:17,21,27m,"joysgytte9",1638391004,Yes
29610055187269250,3464793431,"",dotaland _TEAM,Reg:17,21,2h30m,"agnaulen_5313",1701696463,Yes
29610054546213963,3464793431,"",dotaland_TEAM,Australia,1,15h3m,"gmqeeswwkmnzb",1614909375,No
29610055252329023,3464793431,"",dotaland _TEAM,Reg:17,21,12m,"vzqopbky",1772459540,Yes
29610055235155124,3464793431,"",dotaland _TEAM,Reg:17,21,48m,"nzivsuthwgl",1772860308,Yes
29610055179710750,3464793431,"",dotaland _TEAM,Reg:17,21,2h45m,"tthgfhpomxnt",1772041259,Yes
29610055226891761,3464793431,"",dotaland _TEAM,Reg:17,21,1h6m,"fqgcfrw",1689102099,Yes
29610055245548179,3464793431,"",dotaland_TEAM,Dubai,1,26m,"chhtpnsspsbuxsv",1615361270,No
29610055227892576,3464793431,"",dotaland _TEAM,Reg:17,21,1h4m,"bynrrcomr",1688309569,Yes
29610055172789592,3464793431,"",dotaland _TEAM,Reg:17,21,2h59m,"tempcinve_339",1701945493,Yes
29610055238533253,3464793431,"",dow_born,Reg:17,21,41m,"leha.tumanov87",1702323135,Yes
29610055148705045,3464793431,"",dotaland _TEAM,Reg:17,21,3h42m,"isaiahderek188",1687427282,Yes
29610055225115324,3464793431,"",dotaland _TEAM,Reg:17,21,1h9m,"rwyolfktslr",1726896754,Yes
29610055253503868,3464793431,"",dotaland _TEAM,Reg:17,21,9m,"dwlassid",1773352201,Yes
29610055235859033,3464793431,"",dow_born,Reg:17,21,46m,"lenfudioli1980",1580480843,Yes
29610055210791878,3464793431,"",dotaland _TEAM,Reg:17,21,1h40m,"dmitriy_frolov_1978",1565525106,Yes
29610055209808607,3464793431,"",dotaland _TEAM,Reg:17,21,1h42m,"lida.gromova.1967",1565200415,Yes
29610055214383226,3464793431,"",dotaland _TEAM,Reg:17,21,1h32m,"pgljkpmlju",1689206363,Yes
29610055222623099,3464793431,"",dotaland _TEAM,Reg:17,21,1h15m,"iqgwnygfh6",1726336622,Yes
29610055228901073,3464793431,"",dotaland _TEAM,Reg:17,21,1h1m,"uncxfsmv",1773207203,Yes
29610055147883707,3464793431,"",dotaland _TEAM,Reg:17,21,3h43m,"srqqtbqr06",1726827241,Yes
29610055242895629,3464793431,"",dotaland _TEAM,Reg:17,21,31m,"u_melnikova_1960",1555861867,Yes
29610055180062113,3464793431,"",dotaland _TEAM,Reg:17,21,2h44m,"kgtqbnxjuflp",1771181812,Yes
29610055221907856,3464793431,"",dotaland _TEAM,Reg:17,21,1h16m,"xppbhuwvtviumv",1687851944,Yes
29610055209741466,3464793431,"",dotaland _TEAM,Reg:17,21,1h42m,"ggitethotg",1689764217,Yes
29610055245671674,3464793431,"",dotaland _TEAM,Reg:17,21,26m,"cdircyvnnn",1639436892,Yes
29610055206852367,3464793431,"",dotaland _TEAM,Reg:17,21,1h49m,"ilinox",1555658233,Yes
29610055205415917,3464793431,"",dotaland _TEAM,Reg:17,21,1h52m,"om330084",806576021,Yes
29610055147460480,3464793431,"",dotaland _TEAM,Reg:17,21,3h44m,"jpopzvsocwgc",1725604053,Yes
29610055211716446,3464793431,"",dotaland _TEAM,Reg:17,21,1h38m,"szwoaudsu",1651370140,Yes
29610055255608026,3464793431,"",dotaland _TEAM,Reg:17,21,5m,"vtigmovpekz",1773463737,Yes
29610055225984443,3464793431,"",dotaland _TEAM,Reg:17,20,1h8m,"pfzmmka",1751525885,Yes
29610055254104041,3583342376,"",4p,Reg:17,21,8m,"henrysean4842",1647819600,Yes
29610055198378739,3583342376,"",4p,Reg:17,21,2h7m,"xkpfoxwjt",1650816984,Yes
29610055207743730,3583342376,"",4p,Reg:17,21,1h47m,"keakqmbsyxux",1726561938,Yes
29610055185407776,3583342376,"",4p,Reg:17,21,2h34m,"xeosqce",1754420844,Yes
29610055192013844,3583342376,"",4p,Reg:17,21,2h20m,"agnesattendant106",1645384599,Yes
29610055232265820,3583342376,"",4p,Reg:17,21,54m,"samanthaearth1259",1673061280,Yes
29610055182609349,3583342376,"",4p,Reg:17,21,2h39m,"lambertjustin362",1648059571,Yes
29610055141096789,3583342376,"",4p,Reg:17,21,3h54m,"yusszvw49",1726427341,Yes
29610055180130564,3583342376,"",4p,Reg:17,21,2h44m,"nana189agafonova1988",1683607820,Yes
29610055197801602,3583342376,"",4p,Reg:17,21,2h8m,"amaryllischeerful36",1687333601,Yes
29610055255807942,3583342376,"",4p,Reg:17,21,5m,"ekjlrfr",1688047050,Yes
29610055198564751,3583342376,"",4p,Reg:17,21,2h7m,"nfuzypzgxr",1650834545,Yes
29610055196334173,3583342376,"",4p,Reg:17,21,2h11m,"ddmzddf",1755081428,Yes
29610055203454451,3583342376,"",4p,Reg:17,21,1h56m,"txbxrtqa",1690331063,Yes
29610055201358212,3583342376,"",4p,Reg:17,21,2h1m,"jdysmhfq",1650808800,Yes
29610055210666697,3583342376,"",4p,Reg:17,21,1h40m,"ulexna.88",1701173604,Yes
29610055182762265,3583342376,"",4p,Reg:17,21,2h39m,"lvmyjvgxq",1689795589,Yes
29610055165339889,3583342376,"",4p,Reg:17,21,3h13m,"rnfbfuej200",1727382839,Yes
29610055162208055,3583342376,"",4p,Reg:17,21,3h18m,"ww373406",1852714660,Yes
29610055229540183,3583342376,"",4p,Reg:17,21,1h0m,"crdtvlh6737849",1882262637,Yes
29610055186937183,3583342376,"",4p,Reg:17,21,2h31m,"beckytrustworthy862",1642856403,Yes
29610055193910823,3583342376,"",4p,Reg:17,21,2h16m,"valdaregina75553",1688556125,Yes
29610055235930125,3583342376,"",4p,Reg:17,21,46m,"qsneiqfibzvlx",1672663727,Yes
29610055193829212,3583342376,"",4p,Reg:17,21,2h16m,"fgiuxkbtjd",1643004324,Yes
29610055255351083,3583342376,"",4p,Reg:17,21,6m,"ts459451",1853836681,Yes
29610055197687972,3583342376,"",4p,Reg:17,21,2h8m,"oeeyqouvgr",1754757454,Yes
29610055230519043,3583342376,"",4p,Reg:17,21,58m,"dttjyanjtprw",1726557437,Yes
29610055185725930,3583342376,"",4p,Reg:17,21,2h33m,"vfgfdpf",1754135319,Yes
29610055257764430,3583342376,"",4p,Reg:17,21,1m,"dl582290",1853954571,Yes
29610055232156464,3583342376,"",4p,Reg:17,21,54m,"vu177480",1853235654,Yes
29610055180435081,3583342376,"",4p,Reg:17,21,2h44m,"eysqvev6",1689082020,Yes
29610055256373010,3583342376,"",4p,Reg:17,21,3m,"go614913",1854028237,Yes
29610055217308440,3583342376,"",4p,Reg:17,21,1h26m,"qrwsjmklsn",1689803369,Yes
29610055208362021,3583342376,"",4p,Reg:17,21,1h45m,"natasha.kondratova.86",1701980225,Yes
29610055189230775,3583342376,"",4p,Reg:17,21,2h26m,"yunona.rybakova",1542997892,Yes
29610055231517574,3583342376,"",4p,Reg:17,21,56m,"pohqbnfyivqt",1727360217,Yes
29610055203157851,3583342376,"",4p,Reg:17,21,1h57m,"joxdbro",1688923118,Yes
29610055254322419,3583342376,"",4p,Reg:17,21,8m,"nz453108",1852921273,Yes
29610055192577663,3583342376,"",4p,Reg:17,21,2h19m,"olngzvad",1642422483,Yes
29610055204768845,3583342376,"",4p,Reg:17,21,1h53m,"aleksandra_egorova_1998",1555010210,Yes
29610055170776317,3583342376,"",4p,Reg:17,21,3h2m,"markovakseniya9140",1683241701,Yes
29610055251758513,3583342376,"",4p,Reg:17,21,13m,"pagequinn56",1644211866,Yes
29610055207155638,3583342376,"",4p,Reg:17,21,1h48m,"cj021430",1853206628,Yes
29610055227249658,3583342376,"",4p,Reg:17,21,1h5m,"em118067",1879261998,Yes
29610055193949286,3583342376,"",4p,Reg:17,21,2h16m,"quennaheather377",1642995246,Yes
29610055230985015,3583342376,"",4p,Reg:17,21,57m,"farrellmerlin6706",1672968212,Yes
29610055235173384,3583342376,"",4p,Reg:17,21,48m,"cjfbyxhoolpo",1754810873,Yes
29610055199239209,3583342376,"",4p,Reg:17,21,2h5m,"rjzpzqmyl",1650114427,Yes
29610055188889245,3583342376,"",4p,Reg:17,21,2h27m,"afsfznrvfypb",1689058781,Yes
29610055221944338,3583342376,"",4p,Reg:17,21,1h16m,"yz782898",1853374101,Yes
29610055137974968,3583342376,"",4p,Reg:17,21,3h59m,"ktgcjpak30",1727188194,Yes
29610055212616632,3583342376,"",4p,Reg:17,21,1h36m,"nnfnoxicy4",1726312435,Yes
29610055190978858,3583342376,"",4p,Reg:17,21,2h22m,"winifredgale88",1645933665,Yes
29610055247230924,3583342376,"",4p,Australia,1,22m,"xqtfzkebkqkgx",1614836156,No
29610055202362876,3583342376,"",4p,Reg:17,21,1h58m,"awcwatmxn",1651007261,Yes
29610055236159952,3583342376,"",4p,Reg:17,21,46m,"ldtvabdromp",1755380656,Yes
29610055216959367,3583342376,"",4p,Reg:17,21,1h27m,"hlsnmbgiwwukorp",1688554017,Yes
29610055229858205,3583342376,"",4p,Reg:17,21,59m,"rnkhujxwglcw",1727568654,Yes
29610055253750708,3583342376,"",4p,Reg:17,21,9m,"nhnsgnu",1754577054,Yes
29610055241480033,3583342376,"",4p,Reg:17,21,34m,"pzooqsxwj",1650637929,Yes
29610055216607239,3583342376,"",4p,Reg:17,21,1h28m,"pmlgudhukubqrgo",1689289315,Yes
29610055223933473,3583342376,"",4p,Reg:17,21,1h12m,"tj797754",1852824240,Yes
29610055161819711,3583342376,"",4p,Reg:17,18,3h19m,"derekmaura18866",1644313477,Yes
29610055207079608,3583342376,"",4p,Reg:17,21,1h48m,"fknxhcuu426",1726980517,Yes
29610055251332409,3583342376,"xxl",test_area,Singapore,1,14m,"pjvemrjjgoc",1615016226,No
29610055215939400,3583342376,"",4p,Reg:17,21,1h29m,"kknsdewzt",1778361215,Yes
29610055198707677,3583342376,"",4p,Reg:17,21,2h6m,"boatqrclc",1651305370,Yes
29610055233247622,3583342376,"",4p,Reg:17,21,52m,"vlbqypkan",1673114511,Yes
29610055228687130,3583342376,"",4p,Reg:17,21,1h2m,"oscardarlene05529",1672079379,Yes
29610055194980490,3583342376,"",4p,Reg:17,21,2h14m,"zelenedarell33",1687487962,Yes
29610055243929307,3583342376,"",4p,Reg:17,21,29m,"jaspermichael865",1643333263,Yes
29610055196674386,3583342376,"",4p,Reg:17,21,2h11m,"lucindaherdsman5546",1755187842,Yes
29610055235504318,3583342376,"",4p,Reg:17,21,47m,"tyurbnu",1754780557,Yes
29610055146359036,3583342376,"",4p,Reg:17,21,3h46m,"dsabanlwbqts",1778346580,Yes
29610055247270536,3583342376,"",4p,Reg:17,21,22m,"ktiiaveq621",1754982999,Yes
29610055213170110,2837267132,"",test,US East,14,1h35m,"kzvibkbzgoyi",1749624702,Yes
29610055247986015,2837267132,"",test,Singapore,24,21m,"pnxghxttg",1818652006,Yes
29610055252421269,2837267132,"",test,Japan,24,12m,"ycxmdzsc",1752059165,Yes
29610055256432535,2837267132,"",test,Singapore,24,3m,"ncsatlnxi",1813014846,Yes
29610055226681638,2837267132,"",test,Japan,19,1h6m,"niakujrtphh",1749267518,Yes
29610055193948007,2837267132,"",test,Singapore,14,2h16m,"arnoldhardy2838",1754866924,Yes
29610055200872466,2837267132,"",test,Singapore,10,2h2m,"apjfphxn",1826101428,Yes
29610055250025377,2837267132,"",test,US East,24,17m,"ptpylzjcy",1810556856,Yes
29610055184789463,2837267132,"",test,US East,9,2h35m,"heafqyfc",1826269857,Yes
29610055201910920,2837267132,"",test,US East,12,1h59m,"wjnyevph57993",1825053555,Yes
29610055184527169,2837267132,"",test,Singapore,8,2h36m,"uaimzsyxf",1818418365,Yes
29610055200231608,2837267132,"",test,US East,14,2h3m,"ypzlnrsg",1750507011,Yes
29610055244721672,2837267132,"",test,Japan,24,28m,"txrihjzdhcvj",1749352188,Yes
29610055247398209,2837267132,"",test,Japan,24,22m,"riaolvjkk",1818511186,Yes
29610055205188567,2837267132,"",test,Japan,13,1h52m,"fuzddvpa",1810100121,Yes
29610055209563252,2837267132,"",test,US East,13,1h43m,"greggscungio7216",1751448584,Yes
29610055257846522,2837267132,"",test,Singapore,1,53s,"8h5nl",1221736500,No
29610055199476880,2837267132,"",test,US East,10,2h5m,"sxjfmlwvg",1817815732,Yes
29610055184893019,2837267132,"",test,Singapore,9,2h35m,"offuttzaher40424",1750675226,Yes
29610055200984032,2837267132,"",test,Singapore,15,2h1m,"hdlvksqrkwry",1749668350,Yes
29610055222339310,2837267132,"",test,Japan,18,1h15m,"qsjxvjvte",1817743597,Yes
29610055201447788,2837267132,"",test,Japan,14,2h0m,"糕手",1751188013,Yes
29610055206962649,2837267132,"",test,Japan,12,1h48m,"jzxb22993",1824846999,Yes
29610055213445920,2837267132,"",test,US East,14,1h34m,"sadeghiramchandani86349",1751239107,Yes
29610055245351832,2837267132,"",test,US East,24,26m,"vfnnrgmc",1812106536,Yes
29610055186617479,2837267132,"",test,US East,10,2h31m,"mccaslincoulombe734",1751119417,Yes
29610055210184679,2837267132,"",test,Singapore,11,1h41m,"ugucixujs",1817492318,Yes
29610055206046467,2837267132,"",test,US East,16,1h50m,"jnywjfnxv",1819209685,Yes
29610055189925931,2837267132,"",test,Singapore,20,2h25m,"jasonlunn8884",1753806207,Yes
29610055257055532,2837267132,"",test,Singapore,24,2m,"ulryrkrsz",1810983078,Yes
29610055225179729,2837267132,"",test,Japan,24,1h9m,"fngpcct",1756124214,Yes
29610055188607706,2837267132,"",test,US East,18,2h27m,"zacharyrolfe6359",1755184264,Yes
29610055214792741,2837267132,"",test,US East,12,1h31m,"lastersalmi2802",1751273004,Yes
29610055232630826,2837267132,"",test,Singapore,21,53m,"olssonwyrick78786",1751016806,Yes
29610055228204701,2837267132,"",test,Japan,18,1h3m,"qiownuuvw",1812115724,Yes
29610055228544790,2837267132,"",test,Japan,20,1h2m,"rosemarynealon4760",1750767353,Yes
29610055187014065,2837267132,"",test,Singapore,15,2h31m,"璇一",1750448872,Yes
29610055187458946,2837267132,"",test,US East,14,2h30m,"parvincurtin6",1751372165,Yes
29610055199305425,2837267132,"",test,Singapore,15,2h5m,"exwmglnu",1825285732,Yes
29610055187407584,2837267132,"",test,Singapore,14,2h30m,"ocqmpdarkwyn",1755106216,Yes
29610055256233467,2837267132,"",test,Japan,24,4m,"sharylakin9418",1751273131,Yes
29610055223156226,2837267132,"",test,US East,21,1h14m,"vsqxwisezlcr",1754500391,Yes
29610055248501140,2837267132,"",test,US East,23,20m,"cummingsschaffner76814",1751295519,Yes
29610055202084029,2837267132,"",test,Singapore,14,1h59m,"smittyhello3",1751487093,Yes
29610055256170886,2837267132,"",test,Singapore,24,4m,"yjsozoyqn",1818139279,Yes
29610055182199554,2837267132,"",test,Singapore,16,2h40m,"xffeviym05",1754014832,Yes
29610055241151279,2837267132,"",test,Japan,24,35m,"fpdqdaei743",1753585361,Yes
29610055256502948,2837267132,"",test,US East,24,3m,"loazxtomfnwjkil",1750670477,Yes
29610055185456664,2837267132,"",test,US East,11,2h34m,"lejxltskt",1818662790,Yes
29610055247683758,2837267132,"",test,Singapore,24,21m,"hwaoufsw",1751866766,Yes
29610055240137992,2837267132,"",test,Japan,21,37m,"海诺橙🍊",1751032331,Yes
29610055234817521,2837267132,"",test,US East,22,49m,"fevfyqmx",1752923533,Yes
29610055246911951,2837267132,"",test,Singapore,23,23m,"huntingrobert49",1750686121,Yes
29610055228661774,2837267132,"",test,Singapore,24,1h2m,"bbkwvuuc63",1753320359,Yes
29610055185818940,2837267132,"",test,Japan,6,2h33m,"gtupvbpev",1819266195,Yes
29610055244212054,2837267132,"",test,US East,24,29m,"qhyzssbrv",1817333066,Yes
29610055187236328,2837267132,"",test,Singapore,9,2h30m,"tduqmjhr",1825984072,Yes
29610055216541119,2837267132,"",test,Singapore,23,1h28m,"nevilleadelaide4",1751308835,Yes
29610055227336849,2837267132,"",test,Japan,20,1h5m,"muntzmurtha6",1751303884,Yes
29610055206991658,2837267132,"",test,Singapore,11,1h48m,"nvccozsas",1819616701,Yes
29610055186395524,2837267132,"",test,US East,12,2h32m,"shandyabdul2",1823326705,Yes
